PROJECT	proj_gen_tech	proj_load_zone	proj_variable_o_m	proj_full_load_heat_rate	proj_forced_outage_rate	proj_scheduled_outage_rate	proj_dbid	proj_capacity_limit_mw
ciudad_del_carmen_u2	gas_turbine_diesel	41-lerma	3.432	22.65402844	5.5	9.22	269.0	16.0
ciudad_del_carmen_u3	gas_turbine_diesel	41-lerma	3.432	22.65402844	5.5	9.22	270.0	17.0
holbox	internal_combustion_fuel_oil	43-cancun	6.63	9.763033175	7.4	11.23	271.0	3.2
lerma_u2	thermal_fuel_oil	41-lerma	2.688	12.22748815	7.1	11.44	272.0	37.5
lerma_u3	thermal_fuel_oil	41-lerma	2.688	12.22748815	7.1	11.44	273.0	37.5
lerma_u4	thermal_fuel_oil	41-lerma	2.688	12.22748815	7.1	11.44	274.0	37.5
merida_ii_tg	gas_turbine_diesel	42-merida	3.432	19.0521327	5.5	9.22	275.0	30.0
merida_ii_u1_tc	thermal_fuel_oil	42-merida	2.688	11.84834123	7.1	11.44	276.0	84.0
merida_ii_u2_tc	thermal_fuel_oil	42-merida	2.688	11.84834123	7.1	11.44	277.0	84.0
merida_iii	combined_cycle_natural_gas	42-merida	3.05	7.488151659	7.7	6.96	278.0	484.0
nachi_-_cocom_tg	gas_turbine_diesel	42-merida	3.432	25.11848341	5.5	9.22	279.0	30.0
nizuc_u1	gas_turbine_diesel	43-cancun	3.432	15.26066351	5.5	9.22	280.0	44.0
nizuc_u2	gas_turbine_diesel	43-cancun	3.432	15.26066351	5.5	9.22	281.0	44.0
transalta_campeche	combined_cycle_natural_gas	41-lerma	3.05	7.772511848	7.7	6.96	282.0	252.4
valladolid	combined_cycle_natural_gas	42-merida	3.05	9.668246445	7.7	6.96	283.0	220.0
valladolid_u1_tc	thermal_fuel_oil	42-merida	2.688	12.79620853	7.1	11.44	284.0	37.5
valladolid_u2_tc	thermal_fuel_oil	42-merida	2.688	12.79620853	7.1	11.44	285.0	37.5
valladolid_iii	combined_cycle_natural_gas	42-merida	3.05	6.91943128	7.7	6.96	286.0	525.0
xul_-_ha_cfe_18000	gas_turbine_diesel	44-chetumal	3.432	9.099526066	5.5	9.22	287.0	12.5
xul_-_ha_u1_tg	gas_turbine_diesel	44-chetumal	3.432	23.12796209	5.5	9.22	288.0	14.0
xul_-_ha_u2_tg	gas_turbine_diesel	44-chetumal	3.432	23.12796209	5.5	9.22	289.0	25.7
yuumiliik	wind	43-cancun	0.0	0.0	0.0	0.0	290.0	1.5
agnico_eagle_mexico	internal_combustion_diesel	09-chihuahua	6.63	11.7535545	7.4	11.23	291.0	14.6
agribrands_purina_mexico	internal_combustion_natural_gas	26-salamanca	6.63	10.04739336	7.4	11.23	292.0	0.874
agroenergia	thermal_natural_gas	30-queretaro	2.688	9.099526066	7.1	11.44	293.0	12.0
alimentos_kowi	internal_combustion_diesel	03-obregon	6.63	12.60663507	7.4	11.23	294.0	1.78
almidones_mexicanos	gas_turbine_natural_gas	23-guadalajara	3.432	17.25118483	5.5	9.22	295.0	12.0
altos_hornos_de_mexico	combined_cycle_natural_gas	12-rio_escondido	3.05	13.6492891	7.7	6.96	296.0	220.3
atlatec	bioenergy_natural_gas	30-queretaro	4.37	9.668246445	7.4	11.23	297.0	1.049
autoabastecimiento_renovable	solar	24-aguascalientes	0.0	0.0	0.0	0.0	298.0	0.787
avomex_internacional	internal_combustion_diesel	12-rio_escondido	6.63	8.625592417	7.4	11.23	299.0	4.0
bii_nee_stipa_energia_eolica	wind	40-ixtepec	0.0	0.0	0.0	0.0	300.0	26.35
bio_pappel_printing	gas_turbine_natural_gas	36-temascal	3.432	12.7014218	5.5	9.22	301.0	40.375
bio_pappel	gas_turbine_natural_gas	10-durango	3.432	12.79620853	5.5	9.22	302.0	22.86
bioenergia_de_nuevo_leon	bioenergy_natural_gas	16-monterrey	4.37	11.56398104	7.4	11.23	303.0	16.96
bsm_energia_de_veracruz	bioenergy_diesel	36-temascal	3.94	48.81516588	7.1	11.44	304.0	12.75
cartones_ponderosa	internal_combustion_fuel_oil	30-queretaro	6.63	9.478672986	7.4	11.23	305.0	19.992
ce_g_sanborns	cogen_natural_gas	31-central	3.08	9.573459716	7.4	11.23	306.0	1.154
celulosa_de_fibras_mexicanas	combined_cycle_natural_gas	34-puebla	3.05	15.82938389	7.7	6.96	307.0	6.641
cobielec	internal_combustion_natural_gas	34-puebla	6.63	10.71090047	7.4	11.23	308.0	2.8
cogcoracion_de_energia_limpia_de_cosoleacaque	cogen_natural_gas	37-coatzacoalcos	3.08	9.194312796	7.7	6.96	309.0	118.0
compania_cervecera_de_coahuila	thermal_fuel_oil	12-rio_escondido	2.688	10.90047393	7.1	11.44	310.0	16.0
tamazulapan	hydroelectric	36-temascal	0.0	0.0	1.0	3.0	311.0	2.48
compania_eolica_de_tamaulipas	wind	21-guemez	0.0	0.0	0.0	0.0	312.0	54.0
cooperativa_la_cruz_azul	bioenergy_natural_gas	24-aguascalientes	4.37	9.763033175	7.4	11.23	313.0	1.01
coppel	solar	01-hermosillo	0.0	0.0	0.0	0.0	314.0	0.986
csi_en_saltillo	gas_turbine_natural_gas	17-saltillo	3.432	9.099526066	5.5	9.22	315.0	2.6
deacero_power	combined_cycle_natural_gas	17-saltillo	3.05	6.82464455	7.7	6.96	316.0	200.0
desarrollos_eolicos_mexicanos_de_oaxaca_1	wind	40-ixtepec	0.0	0.0	0.0	0.0	317.0	90.0
desarrolloseolicosmexicanos2_piedralarga	wind	40-ixtepec	0.0	0.0	0.0	0.0	318.0	137.5
destileria_del_golfo	bioenergy_diesel	33-veracruz	3.94	9.099526066	7.1	11.44	319.0	8.0
dominica_energia_limpia	wind	25-san_luis_potosi	0.0	0.0	0.0	0.0	320.0	200.0
draexlmaier_components_automotive_de_mexico	internal_combustion_diesel	25-san_luis_potosi	6.63	9.763033175	7.4	11.23	321.0	2.0
el_palacio_de_hierro_guadalajara	internal_combustion_diesel	23-guadalajara	6.63	10.71090047	7.4	11.23	322.0	3.345
el_palacio_de_hierro_monterrey	gas_turbine_natural_gas	16-monterrey	3.432	16.68246445	5.5	9.22	323.0	1.2
electrica_del_valle_de_mexico	wind	40-ixtepec	0.0	0.0	0.0	0.0	324.0	67.5
schpoina	hydroelectric	39-grijalva	0.0	0.0	1.0	3.0	325.0	2.24
ener-g_planta_celaya	bioenergy_natural_gas	10-durango	4.37	10.52132701	7.4	11.23	326.0	1.6
energia_azteca_viii	combined_cycle_natural_gas	30-queretaro	3.05	6.44549763	7.7	6.96	327.0	131.1
energia_azteca_x	combined_cycle_natural_gas	48-mexicali	3.05	6.72985782	7.7	6.96	328.0	218.62
energia_chihuahua	combined_cycle_natural_gas	07-juarez	3.05	7.393364929	7.7	6.96	329.0	50.0
jumatan	hydroelectric	22-tepic	0.0	0.0	1.0	3.0	330.0	2.18
energia_lactea	bioenergy_natural_gas	09-chihuahua	4.37	9.763033175	7.4	11.23	331.0	0.8
energia_mk_kf	cogen_natural_gas	19-huasteca	3.08	9.004739336	5.5	9.22	332.0	35.93
energia_renovable_de_cuautla	cogen_natural_gas	31-central	3.08	9.763033175	7.4	11.23	333.0	1.065
energia_san_luis_de_la_paz	combined_cycle_natural_gas	30-queretaro	3.05	6.82464455	7.7	6.96	334.0	220.0
energia_san_pedro	cogen_natural_gas	16-monterrey	3.08	18.38862559	5.5	9.22	335.0	2.0
energia_sonora_ppe	wind	01-hermosillo	0.0	0.0	0.0	0.0	336.0	2.0
energreen_energia_pi	bioenergy_natural_gas	31-central	4.37	29.47867299	7.4	11.23	337.0	0.6
enertek	gas_turbine_natural_gas	19-huasteca	3.432	9.857819905	5.5	9.22	338.0	168.0
ensambles_hyson	internal_combustion_diesel	46-tijuana	6.63	10.42654028	7.4	11.23	339.0	1.825
eoliatec_del_istmo	wind	40-ixtepec	0.0	0.0	0.0	0.0	340.0	164.0
eoliatec_del_pacifico	wind	40-ixtepec	0.0	0.0	0.0	0.0	341.0	160.0
eolica_de_arriaga	wind	39-grijalva	0.0	0.0	0.0	0.0	342.0	32.0
eolica_el_retiro	wind	40-ixtepec	0.0	0.0	0.0	0.0	343.0	74.0
eolica_los_altos	wind	24-aguascalientes	0.0	0.0	0.0	0.0	344.0	50.4
eolica_santa_catarina	wind	16-monterrey	0.0	0.0	0.0	0.0	345.0	22.0
eolica_zopiloapan	wind	40-ixtepec	0.0	0.0	0.0	0.0	346.0	70.0
eurus	wind	40-ixtepec	0.0	0.0	0.0	0.0	347.0	250.5
fermicaise	internal_combustion_natural_gas	31-central	6.63	10.04739336	7.4	11.23	348.0	9.6
fersinsa_gb	gas_turbine_natural_gas	17-saltillo	3.432	16.11374408	5.5	9.22	349.0	6.0
ford_motor_company	internal_combustion_diesel	09-chihuahua	6.63	10.61611374	7.4	11.23	350.0	9.6
fuerza_eolica_del_istmo	wind	40-ixtepec	0.0	0.0	0.0	0.0	351.0	80.0
fuerza_y_energia_bii_hioxo	wind	40-ixtepec	0.0	0.0	0.0	0.0	352.0	234.0
fuerza_y_energia_de_naco-nogales	combined_cycle_natural_gas	02-cananea	3.05	6.161137441	7.7	6.96	353.0	50.0
fuerza_y_energia_de_norte_durango	combined_cycle_natural_gas	10-durango	3.05	6.63507109	7.7	6.96	354.0	30.0
fundilag_hierro	internal_combustion_diesel	11-laguna	6.63	10.42654028	7.4	11.23	355.0	2.025
ganaderia_integral_sk	internal_combustion_diesel	16-monterrey	6.63	11.46919431	7.4	11.23	356.0	2.98
ganaderia_integral_vizur	internal_combustion_diesel	05-culiacan	6.63	10.14218009	7.4	11.23	357.0	2.98
gcoradora_la_paz	internal_combustion_diesel	25-san_luis_potosi	6.63	9.763033175	7.4	11.23	358.0	13.0
gcoradora_petrocel	thermal_fuel_oil	19-huasteca	2.688	9.099526066	7.1	11.44	359.0	16.38
gcoradora_pondercel	thermal_fuel_oil	09-chihuahua	2.688	18.95734597	7.1	11.44	360.0	65.0
gcoradora_solar_apaseo	solar	30-queretaro	0.0	0.0	0.0	0.0	361.0	0.97608
geotermica_para_el_desarrollo	geothermal	23-guadalajara	0.06	0.0	14.1	5.12	362.0	52.0
portezuelo_ii	hydroelectric	34-puebla	0.0	0.0	1.0	3.0	363.0	2.12
gollek_interamerica	internal_combustion_diesel	16-monterrey	6.63	9.763033175	7.4	11.23	364.0	2.8
goplas	internal_combustion_natural_gas	31-central	6.63	9.668246445	7.4	11.23	365.0	1.426
graftech_mexico	internal_combustion_diesel	16-monterrey	6.63	7.772511848	7.4	11.23	366.0	14.0
gresaise	gas_turbine_natural_gas	34-puebla	3.432	12.79620853	5.5	9.22	367.0	5.197
grupo_celanese_complejo_ocot	thermal_fuel_oil	23-guadalajara	2.688	9.099526066	7.1	11.44	368.0	13.3
gs_energia	gas_turbine_natural_gas	28-carapan	3.432	11.18483412	5.5	9.22	369.0	0.946
harinera_la_espiga	internal_combustion_natural_gas	31-central	6.63	8.720379147	7.4	11.23	370.0	2.0
portezuelo_i	hydroelectric	34-puebla	0.0	0.0	1.0	3.0	371.0	2.0
ixtaczoquitlan	hydroelectric	36-temascal	0.0	0.0	1.0	3.0	372.0	1.6
texolo	hydroelectric	33-veracruz	0.0	0.0	1.0	3.0	373.0	1.6
hidrorizaba	hydroelectric	33-veracruz	0.0	0.0	1.0	3.0	374.0	1.6
electroquimica	hydroelectric	18-valles	0.0	0.0	1.0	3.0	375.0	1.44
huixtla_energia	bioenergy_diesel	39-grijalva	3.94	51.7535545	7.1	11.44	376.0	12.0
iberdrola_energia_la_laguna	combined_cycle_natural_gas	11-laguna	3.05	8.341232227	7.7	6.96	377.0	101.27
iberdrola_energia_monterrey	combined_cycle_natural_gas	16-monterrey	3.05	6.91943128	7.7	6.96	378.0	659.2
iberdrola_energia_tamazunchale_v	combined_cycle_natural_gas	20-tamazunchale	3.05	6.82464455	7.7	6.96	379.0	80.0
impulsora_mexicana_de_energia	internal_combustion_diesel	16-monterrey	6.63	9.763033175	7.4	11.23	380.0	24.0
industrial_papelera_mexicana	gas_turbine_natural_gas	28-carapan	3.432	13.08056872	5.5	9.22	381.0	8.32
industrias_derivadas_del_etileno	thermal_natural_gas	37-coatzacoalcos	2.688	9.099526066	7.1	11.44	382.0	1.5
industrias_quimicas_falcon_de_mexico	gas_turbine_diesel	31-central	3.432	13.93364929	5.5	9.22	383.0	5.0
ingenio_la_gloria	bioenergy_fuel_oil	33-veracruz	3.94	48.53080569	7.1	11.44	384.0	52.5
ingenio_san_miguel_del_naranjo	bioenergy_diesel	25-san_luis_potosi	3.94	36.87203791	7.1	11.44	385.0	9.3
ingenio_san_nicolas	bioenergy_diesel	37-coatzacoalcos	3.94	25.49763033	7.1	11.44	386.0	14.4
innophos_fosfatados_de_mexico_aut	internal_combustion_natural_gas	37-coatzacoalcos	6.63	12.7014218	7.4	11.23	387.0	15.7
instituto_de_investigaciones_electricas	wind	40-ixtepec	0.0	0.0	0.0	0.0	388.0	0.3
italaise	gas_turbine_natural_gas	30-queretaro	3.432	12.41706161	5.5	9.22	389.0	5.197
iusasol_base	solar	31-central	0.0	0.0	0.0	0.0	390.0	0.92
kellogg_de_mexico	internal_combustion_natural_gas	30-queretaro	6.63	10.61611374	7.4	11.23	391.0	6.165
kimberly-clark_de_mexico	thermal_natural_gas	36-temascal	2.688	9.099526066	7.1	11.44	392.0	10.0
laboratorios_sophia	internal_combustion_natural_gas	23-guadalajara	6.63	11.84834123	7.4	11.23	393.0	2.055
laminas_acanaladas_infinita	gas_turbine_natural_gas	31-central	3.432	14.69194313	5.5	9.22	394.0	6.0
lorean_energy_group	bioenergy_natural_gas	17-saltillo	4.37	9.763033175	7.4	11.23	395.0	2.122
mabe_mexico_planta_sal	internal_combustion_diesel	17-saltillo	6.63	9.763033175	7.4	11.23	396.0	8.517
magnelec	combined_cycle_natural_gas	09-chihuahua	3.05	9.004739336	7.7	6.96	397.0	16.2
maquilas_teta_kawi	internal_combustion_diesel	03-obregon	6.63	12.60663507	7.4	11.23	398.0	1.11
met-_mex_penoles	thermal_natural_gas	11-laguna	2.688	9.099526066	7.1	11.44	399.0	7.0
mexicana_de_cobre	thermal_fuel_oil	02-cananea	2.688	8.151658768	7.1	11.44	400.0	36.5
papelera_veracruzana	hydroelectric	00-autoabasto_local	0.0	0.0	1.0	3.0	401.0	1.26
mexichem_resinas_vinilicas	combined_cycle_natural_gas	19-huasteca	3.05	17.34597156	7.7	6.96	402.0	16.359
mexico_carbon_manufacturing	thermal_natural_gas	19-huasteca	2.688	10.71090047	7.1	11.44	403.0	4.0
mexico_gcoradora_de_energia	combined_cycle_natural_gas	02-cananea	3.05	7.488151659	7.7	6.96	404.0	530.0
minas_de_la_alta_pimeria	internal_combustion_diesel	03-obregon	6.63	12.51184834	7.4	11.23	405.0	9.125
minera_real_de_angeles_unida	internal_combustion_diesel	09-chihuahua	6.63	10.14218009	7.4	11.23	406.0	24.0
mission_hills	gas_turbine_natural_gas	30-queretaro	3.432	29.66824645	5.5	9.22	407.0	7.52
municipio_de_mexicali	wind	46-tijuana	0.0	0.0	0.0	0.0	408.0	10.0
papelera_industrial_potosina	combined_cycle_natural_gas	25-san_luis_potosi	3.05	15.92417062	7.7	6.96	409.0	6.53
parque_de_tecnologia_electronica	internal_combustion_diesel	23-guadalajara	6.63	9.763033175	7.4	11.23	410.0	7.0
parques_ecologicos_de_mexico	wind	40-ixtepec	0.0	0.0	0.0	0.0	411.0	79.9
pe_ingenio	wind	40-ixtepec	0.0	0.0	0.0	0.0	412.0	49.5
pemex_gas_y_petroquimica_basica_complejo_pro	thermal_natural_gas	32-poza_rica	2.688	22.36966825	7.1	11.44	413.0	16.0
pemex-gas_y_petroquimica_basica_complejo_pro_1	gas_turbine_natural_gas	38-tabasco	3.432	17.1563981	5.5	9.22	414.0	59.0
pemex-gas_y_petroquimica_basica_complejo_pro_2	gas_turbine_natural_gas	38-tabasco	3.432	17.81990521	5.5	9.22	415.0	22.245
pemex-gas_y_petroquimica_basica_complejo_pro__3_	cogen_natural_gas	38-tabasco	3.08	10.23696682	7.7	6.96	416.0	367.4
pemex-gas_y_petroquimica_basica_complejo_pro_g_bur	gas_turbine_natural_gas	21-guemez	3.432	27.2985782	5.5	9.22	417.0	19.5
pemex-gas_y_petroquimicabasica_complejo_pro_cactus	gas_turbine_natural_gas	38-tabasco	3.432	15.82938389	5.5	9.22	418.0	120.7
pemex-petroquimica_comp_petro_pajaritos	gas_turbine_natural_gas	37-coatzacoalcos	3.432	14.5971564	5.5	9.22	419.0	58.5
pemex-petroquimica_complejo_petroquimico_cos	gas_turbine_natural_gas	37-coatzacoalcos	3.432	38.1042654	5.5	9.22	420.0	59.6
pemex-petroquimica_complejo_petroquimico_ind	thermal_natural_gas	34-puebla	2.688	8.625592417	7.1	11.44	421.0	54.0
pemex-petroquimica_complejo_petroquimico_mor	combined_cycle_natural_gas	37-coatzacoalcos	3.05	14.40758294	7.7	6.96	422.0	172.0
pemex-refinacion_ing_antonio_m_amor	thermal_natural_gas	26-salamanca	2.688	30.90047393	7.1	11.44	423.0	142.75
pemex-refinacion_refineria_francisco_i_made	thermal_natural_gas	19-huasteca	2.688	21.04265403	7.1	11.44	424.0	129.0
pemex-refinacion_refineria_gcoral_lazaro_ca	thermal_natural_gas	37-coatzacoalcos	2.688	14.50236967	7.1	11.44	425.0	64.0
pemex-refinacion_refineria_gcoral_lazaro_ca_proy	thermal_natural_gas	37-coatzacoalcos	2.688	21.42180095	7.1	11.44	426.0	40.0
pemex-refinacion_refineria_ing_antonio_dova	thermal_natural_gas	36-temascal	2.688	8.815165877	7.1	11.44	427.0	115.2
pemex-refinacion_refineria_ing_hector_lara	thermal_natural_gas	16-monterrey	2.688	12.41706161	7.1	11.44	428.0	79.0
pemex-refinacion_refineria_miguel_hidalgo	thermal_fuel_oil	31-central	2.688	23.88625592	7.1	11.44	429.0	133.7
piasa_cogcoracion	bioenergy_diesel	36-temascal	3.94	23.507109	7.1	11.44	430.0	40.0
pier_ii_quecholac_felipe_angeles	wind	32-poza_rica	0.0	0.0	0.0	0.0	431.0	66.0
plamex	solar	46-tijuana	0.0	0.0	0.0	0.0	432.0	1.04
polimeros_y_derivados_planta	internal_combustion_diesel	24-aguascalientes	6.63	9.763033175	7.4	11.23	433.0	2.0
polioles	thermal_natural_gas	31-central	2.688	10.52132701	7.1	11.44	434.0	2.5
posco_mexico	internal_combustion_natural_gas	19-huasteca	6.63	9.289099526	7.4	11.23	435.0	21.0
hidroelectrica_cajon_de_pena	hydroelectric	27-manzanillo	0.0	0.0	1.0	3.0	436.0	1.2
tirio	hydroelectric	28-carapan	0.0	0.0	1.0	3.0	437.0	1.096
procter_&_gamble_manufactura	combined_cycle_natural_gas	34-puebla	3.05	7.867298578	7.7	6.96	438.0	59.8
procter_&_gamble_manufactura_talisman	gas_turbine_natural_gas	31-central	3.432	9.099526066	5.5	9.22	439.0	6.5
productora_de_papel	combined_cycle_natural_gas	16-monterrey	3.05	17.63033175	7.7	6.96	440.0	18.0
productora_nacional_de_papel	internal_combustion_fuel_oil	25-san_luis_potosi	6.63	33.36492891	7.4	11.23	441.0	17.088
productos_farmaceuticos_plan	internal_combustion_diesel	24-aguascalientes	6.63	9.478672986	7.4	11.23	442.0	4.0
proteinas_naturales	gas_turbine_natural_gas	16-monterrey	3.432	18.38862559	5.5	9.22	443.0	6.0
bartolinas	hydroelectric	28-carapan	0.0	0.0	1.0	3.0	444.0	0.75
sabritas	internal_combustion_diesel	03-obregon	6.63	9.763033175	7.4	11.23	445.0	3.0
sales_del_istmo_coatzacoalcos	internal_combustion_diesel	37-coatzacoalcos	6.63	9.763033175	7.4	11.23	446.0	3.0
santa_rosalia_de_la_chontalpa	bioenergy_diesel	38-tabasco	3.94	21.80094787	7.1	11.44	447.0	25.2
servicios_comerciales_de_energia	solar	51-la_paz	0.0	0.0	0.0	0.0	448.0	30.0
silices_de_veracruz	internal_combustion_diesel	33-veracruz	6.63	8.815165877	7.4	11.23	449.0	7.3
sky_eps_supply_sm	cogen_natural_gas	34-puebla	3.08	9.763033175	7.4	11.23	450.0	20.4
sky_eps_supply	cogen_natural_gas	34-puebla	3.08	11.27962085	7.4	11.23	451.0	27.2
sociedad_autoabastecedora_de_energia_verde_de	bioenergy_natural_gas	24-aguascalientes	4.37	10.52132701	7.4	11.23	452.0	2.62
sony_nuevo_laredo	internal_combustion_natural_gas	13-nuevo_laredo	6.63	13.83886256	7.4	11.23	453.0	2.055
stipa_nayaa	wind	40-ixtepec	0.0	0.0	0.0	0.0	454.0	74.0
styrolution_mexicana	gas_turbine_natural_gas	19-huasteca	3.432	13.27014218	5.5	9.22	455.0	10.6
tablex_miller	internal_combustion_diesel	03-obregon	6.63	11.46919431	7.4	11.23	456.0	1.26
tai_durango_uno	solar	10-durango	0.0	0.0	0.0	0.0	457.0	15.63
tala_electric	bioenergy_diesel	23-guadalajara	3.94	26.06635071	7.1	11.44	458.0	25.0
termoelectrica_del_golfo	fluidized_bed_coal	25-san_luis_potosi	2.46	9.289099526	6.4	11.71	459.0	290.0
termoelectrica_penoles	fluidized_bed_coal	25-san_luis_potosi	2.46	9.478672986	6.4	11.71	460.0	290.0
tlalnepantla_cogcoracion	gas_turbine_natural_gas	31-central	3.432	11.37440758	5.5	9.22	461.0	28.0
tmq_gcoracion_energia_renovable	bioenergy_natural_gas	30-queretaro	4.37	9.763033175	7.4	11.23	462.0	1.373
tractebel_energia_de_monterrey	combined_cycle_natural_gas	16-monterrey	3.05	7.962085308	7.7	6.96	463.0	284.016
tractebel_energia_de_panuco	gas_turbine_natural_gas	19-huasteca	3.432	11.56398104	5.5	9.22	464.0	27.53
transformadora_de_energia_electrica_de_juarez	bioenergy_natural_gas	07-juarez	4.37	9.194312796	7.4	11.23	465.0	6.4
urrea_herramientas_profesionales	gas_turbine_natural_gas	23-guadalajara	3.432	9.099526066	5.5	9.22	466.0	1.0
ventika_ii	wind	14-reynosa	0.0	0.0	0.0	0.0	467.0	126.0
ventika	wind	14-reynosa	0.0	0.0	0.0	0.0	468.0	126.0
zacapu_power	thermal_fuel_oil	30-queretaro	2.688	6.255924171	7.1	11.44	469.0	10.0
abbott_laboratories_de_mexico	gas_turbine_natural_gas	00-autoabasto_local	3.432	15.07109005	5.5	9.22	470.0	6.3
aes_merida_iii	combined_cycle_natural_gas	00-autoabasto_local	3.05	6.82464455	7.7	6.96	471.0	15.0
agnico_eagle_mexico_proyecto	internal_combustion_diesel	00-autoabasto_local	6.63	12.13270142	7.4	11.23	472.0	3.65
agnico_sonora	internal_combustion_diesel	00-autoabasto_local	6.63	10.14218009	7.4	11.23	473.0	6.15
agroindustrias_del_balsas	thermal_fuel_oil	00-autoabasto_local	2.688	9.099526066	7.1	11.44	474.0	15.0
agropecuaria_la_nortenita	internal_combustion_diesel	00-autoabasto_local	6.63	9.763033175	7.4	11.23	475.0	2.0
akra_polyester	thermal_natural_gas	00-autoabasto_local	2.688	9.099526066	7.1	11.44	476.0	13.9
alambres_procesados_industriales	internal_combustion_diesel	00-autoabasto_local	6.63	9.763033175	7.4	11.23	477.0	1.5
alfa_corporativo	internal_combustion_diesel	00-autoabasto_local	6.63	10.14218009	7.4	11.23	478.0	1.98
arcelormittal_las_truchas	thermal_fuel_oil	00-autoabasto_local	2.688	23.22274882	7.1	11.44	479.0	21.6
arcelormittal_lazaro_cardenas	thermal_natural_gas	00-autoabasto_local	2.688	14.5971564	7.1	11.44	480.0	40.0
atlatec_planta_el_ahogado	bioenergy_natural_gas	00-autoabasto_local	4.37	12.98578199	5.5	9.22	481.0	2.83
auma	internal_combustion_natural_gas	00-autoabasto_local	6.63	9.763033175	7.4	11.23	482.0	2.055
azinsa_aluminio	internal_combustion_diesel	00-autoabasto_local	6.63	9.763033175	7.4	11.23	483.0	1.0
azsuremex	bioenergy_fuel_oil	00-autoabasto_local	3.94	173.4597156	7.1	11.44	484.0	2.5
becton_dickinson_de_mexico	internal_combustion_natural_gas	00-autoabasto_local	6.63	10.71090047	7.4	11.23	485.0	6.54
benef_espanola_de_la_laguna	internal_combustion_diesel	00-autoabasto_local	6.63	9.763033175	7.4	11.23	486.0	0.9
bepensa_bebidas	internal_combustion_diesel	00-autoabasto_local	6.63	21.04265403	7.4	11.23	487.0	2.0
bimbo_planta_bimbo_de_baja_c	internal_combustion_diesel	00-autoabasto_local	6.63	9.763033175	7.4	11.23	488.0	2.55
bimbo_planta_marinela_de_baj	internal_combustion_diesel	00-autoabasto_local	6.63	9.763033175	7.4	11.23	489.0	1.2
bimbo_planta_tijuana	internal_combustion_diesel	00-autoabasto_local	6.63	13.36492891	7.4	11.23	490.0	1.6
bio_pappel_planta_atenqui	thermal_diesel	00-autoabasto_local	2.688	10.71090047	7.1	11.44	491.0	15.5
bridgestone_de_mexico	internal_combustion_diesel	00-autoabasto_local	6.63	16.77725118	7.4	11.23	492.0	2.0
bticino_de_mexico	internal_combustion_diesel	00-autoabasto_local	6.63	9.763033175	7.4	11.23	493.0	1.0
cargill_de_mexico	gas_turbine_natural_gas	00-autoabasto_local	3.432	8.436018957	5.5	9.22	494.0	7.52
celulosa_y_papel_de_michoacan	thermal_fuel_oil	00-autoabasto_local	2.688	9.099526066	7.1	11.44	495.0	7.0
central_motzorongo	bioenergy_fuel_oil	00-autoabasto_local	3.94	39.0521327	7.1	11.44	496.0	20.0
cerveceria_cuauhtemoc_moctezuma_planta_puebla	internal_combustion_diesel	00-autoabasto_local	6.63	9.763033175	7.4	11.23	497.0	2.5
micos	hydroelectric	18-valles	0.0	0.0	1.0	3.0	498.0	0.688
cerveceria_modelo_de_guadalajara	thermal_natural_gas	00-autoabasto_local	2.688	9.668246445	7.1	11.44	499.0	6.5
cerveceria_modelo	thermal_natural_gas	00-autoabasto_local	2.688	17.1563981	7.1	11.44	500.0	19.0
cinemex_aragon	internal_combustion_diesel	00-autoabasto_local	6.63	12.98578199	7.4	11.23	501.0	0.563
cinemex_coacalco	internal_combustion_diesel	00-autoabasto_local	6.63	9.763033175	7.4	11.23	502.0	0.525
cinemex_coapa	internal_combustion_diesel	00-autoabasto_local	6.63	9.763033175	7.4	11.23	503.0	0.505
cinemex_cuauhtemoc	internal_combustion_diesel	00-autoabasto_local	6.63	11.94312796	7.4	11.23	504.0	0.509
cinemex_cuiculco	internal_combustion_diesel	00-autoabasto_local	6.63	9.763033175	7.4	11.23	505.0	0.505
cinemex_galerias	internal_combustion_diesel	00-autoabasto_local	6.63	10.14218009	7.4	11.23	506.0	0.505
cinemex_izcalli	internal_combustion_diesel	00-autoabasto_local	6.63	9.763033175	7.4	11.23	507.0	0.563
cinemex_iztapalapa	internal_combustion_diesel	00-autoabasto_local	6.63	11.37440758	7.4	11.23	508.0	0.505
cinemex_mundo_e	internal_combustion_diesel	00-autoabasto_local	6.63	9.383886256	7.4	11.23	509.0	1.115
cinemex_palacio_chino	internal_combustion_diesel	00-autoabasto_local	6.63	9.763033175	7.4	11.23	510.0	0.505
cinemex_plaza_sur	internal_combustion_diesel	00-autoabasto_local	6.63	10.14218009	7.4	11.23	511.0	0.52
cinemex_polanco	internal_combustion_diesel	00-autoabasto_local	6.63	9.763033175	7.4	11.23	512.0	0.645
cinemex_real	internal_combustion_diesel	00-autoabasto_local	6.63	11.09004739	7.4	11.23	513.0	0.509
cinemex_tenayuca	internal_combustion_diesel	00-autoabasto_local	6.63	9.763033175	7.4	11.23	514.0	0.511
cinemex_ticoman	internal_combustion_diesel	00-autoabasto_local	6.63	9.763033175	7.4	11.23	515.0	0.509
cinemex_universidad	internal_combustion_diesel	00-autoabasto_local	6.63	23.507109	7.4	11.23	516.0	0.509
cinemex_zaragoza	internal_combustion_diesel	00-autoabasto_local	6.63	9.763033175	7.4	11.23	517.0	0.52
